,date,open,close,high,low,volume,code
0,2001-08-31,34.51,37.01,37.78,32.85,660463.08,600519
1,2001-09-07,37.2,35.68,38.08,35.65,145735.09,600519
2,2001-09-14,35.4,36.3,36.95,35.01,73974.4,600519
3,2001-09-21,36.08,36.06,37.05,35.5,47460.83,600519
4,2001-09-28,36.06,37.09,37.2,36.0,38379.82,600519
5,2001-10-12,37.0,36.0,37.5,34.05,65976.92,600519
6,2001-10-19,35.9,33.5,36.0,33.01,51253.9,600519
7,2001-10-26,33.3,35.0,36.8,32.7,116080.34,600519
8,2001-11-02,34.88,35.36,35.72,34.8,22912.73,600519
9,2001-11-09,35.0,34.15,35.3,32.98,26788.37,600519
10,2001-11-16,34.4,34.09,36.2,33.21,18274.29,600519
11,2001-11-23,34.15,34.98,35.53,34.1,25077.8,600519
12,2001-11-30,35.0,35.34,35.45,34.5,16561.24,600519
13,2001-12-07,35.35,35.86,37.0,35.34,48240.81,600519
14,2001-12-14,36.0,35.2,36.1,35.02,18755.95,600519
15,2001-12-21,35.11,35.87,36.49,34.65,38352.37,600519
16,2001-12-28,35.99,37.3,37.84,35.81,91807.01,600519
17,2002-01-04,37.67,37.55,39.3,37.45,81305.03,600519
18,2002-01-11,37.15,36.05,37.59,36.0,73486.71,600519
19,2002-01-18,35.7,36.65,37.05,34.7,107382.64,600519
20,2002-01-25,36.3,37.1,37.87,35.58,93135.0,600519
21,2002-02-01,37.0,37.06,38.0,34.98,100132.37,600519
22,2002-02-08,37.18,37.65,38.68,37.0,56631.94,600519
23,2002-03-01,37.99,37.39,38.5,37.2,43035.23,600519
24,2002-03-08,37.35,39.63,39.78,37.12,94976.69,600519
25,2002-03-15,39.69,37.92,39.69,37.85,60932.46,600519
26,2002-03-22,38.12,38.54,39.56,37.9,50885.61,600519
27,2002-03-29,38.49,37.26,38.9,37.1,31462.21,600519
28,2002-04-05,37.16,37.28,37.94,36.51,24323.11,600519
29,2002-04-12,37.3,38.0,38.22,36.88,20333.13,600519
30,2002-04-19,38.46,36.22,38.5,35.89,39573.84,600519
31,2002-04-26,36.0,36.02,36.4,35.1,18230.74,600519
32,2002-04-30,36.2,36.2,37.0,35.95,10643.68,600519
33,2002-05-10,36.31,35.66,36.5,35.65,6101.2,600519
