,date,open,close,high,low,volume,code
0,2001-08-31,34.51,37.01,37.78,32.85,660463.08,600519
1,2001-09-28,37.2,37.09,38.08,35.01,305550.14,600519
2,2001-10-31,37.0,35.05,37.5,32.7,246145.66,600519
3,2001-11-30,35.05,35.34,36.2,32.98,96779.93,600519
4,2001-12-31,35.35,38.55,39.3,34.65,249351.55,600519
5,2002-01-31,38.72,37.6,38.8,34.7,385901.31,600519
6,2002-02-28,37.5,38.0,38.68,36.9,109590.75,600519
7,2002-03-29,37.95,37.26,39.78,37.1,245678.42,600519
8,2002-04-30,37.16,36.2,38.5,35.1,113104.5,600519
9,2002-05-31,36.31,34.95,36.5,34.5,52439.03,600519
10,2002-06-28,34.9,37.03,39.04,34.0,126331.79,600519
11,2002-07-31,37.08,35.022,37.49,34.944,81247.58,600519
12,2002-08-30,34.977,34.072,35.536,33.882,47058.57,600519
13,2002-09-27,34.049,31.511,34.53,31.198,64141.38,600519
14,2002-10-31,31.477,29.174,31.522,28.637,40670.24,600519
15,2002-11-28,29.163,29.386,30.415,28.425,57027.03,600519
16,2002-12-31,29.632,28.469,30.616,28.458,78504.52,600519
17,2003-01-29,28.514,30.057,30.393,27.396,71913.75,600519
18,2003-02-28,30.035,29.968,30.247,29.297,22015.89,600519
19,2003-03-31,30.057,29.129,31.287,28.414,66860.09,600519
20,2003-04-30,29.14,28.168,30.639,27.396,199634.39,600519
21,2003-05-30,28.179,29.23,29.375,26.39,129766.79,600519
22,2003-06-30,29.319,27.91,29.353,27.676,74019.41,600519
23,2003-07-31,27.843,28.7,30.374,27.731,99825.97,600519
24,2003-08-29,28.514,26.667,28.787,26.035,42289.25,600519
25,2003-09-30,26.89,26.332,27.894,25.675,60433.67,600519
26,2003-10-31,26.184,27.758,27.894,26.035,46007.34,600519
27,2003-11-28,28.118,28.489,29.568,27.684,96371.96,600519
28,2003-12-31,28.886,31.49,31.837,28.328,147915.39,600519
29,2004-01-30,31.006,34.862,36.139,30.994,129011.17,600519
30,2004-02-27,35.333,35.209,36.511,33.721,151434.94,600519
