,date,open,close,high,low,volume,code
0,2001-08-31,5.392,5.782,5.902,5.132,660463.08,600519
1,2001-09-07,5.812,5.574,5.949,5.57,145735.09,600519
2,2001-09-14,5.531,5.671,5.773,5.47,73974.4,600519
3,2001-09-21,5.637,5.634,5.788,5.546,47460.83,600519
4,2001-09-28,5.634,5.795,5.812,5.624,38379.82,600519
5,2001-10-12,5.781,5.624,5.859,5.32,65976.92,600519
6,2001-10-19,5.609,5.234,5.624,5.157,51253.9,600519
7,2001-10-26,5.203,5.468,5.749,5.109,116080.34,600519
8,2001-11-02,5.449,5.524,5.581,5.437,22912.73,600519
9,2001-11-09,5.468,5.335,5.515,5.153,26788.37,600519
10,2001-11-16,5.374,5.326,5.656,5.188,18274.29,600519
11,2001-11-23,5.335,5.465,5.551,5.327,25077.8,600519
12,2001-11-30,5.468,5.521,5.538,5.39,16561.24,600519
13,2001-12-07,5.523,5.602,5.781,5.521,48240.81,600519
14,2001-12-14,5.624,5.499,5.64,5.471,18755.95,600519
15,2001-12-21,5.485,5.604,5.701,5.413,38352.37,600519
16,2001-12-28,5.623,5.827,5.912,5.595,91807.01,600519
17,2002-01-04,5.885,5.866,6.14,5.851,81305.03,600519
18,2002-01-11,5.804,5.632,5.873,5.624,73486.71,600519
19,2002-01-18,5.577,5.726,5.788,5.421,107382.64,600519
20,2002-01-25,5.671,5.796,5.916,5.559,93135.0,600519
21,2002-02-01,5.781,5.79,5.937,5.465,100132.37,600519
22,2002-02-08,5.809,5.882,6.043,5.781,56631.94,600519
23,2002-03-01,5.935,5.841,6.015,5.812,43035.23,600519
24,2002-03-08,5.835,6.191,6.215,5.799,94976.69,600519
25,2002-03-15,6.201,5.924,6.201,5.913,60932.46,600519
26,2002-03-22,5.956,6.021,6.181,5.921,50885.61,600519
27,2002-03-29,6.013,5.821,6.077,5.796,31462.21,600519
28,2002-04-05,5.806,5.824,5.927,5.704,24323.11,600519
29,2002-04-12,5.827,5.937,5.971,5.762,20333.13,600519
30,2002-04-19,6.009,5.659,6.015,5.607,39573.84,600519
31,2002-04-26,5.624,5.627,5.687,5.484,18230.74,600519
32,2002-04-30,5.656,5.656,5.781,5.617,10643.68,600519
33,2002-05-10,5.673,5.571,5.702,5.57,6101.2,600519
34,2002-05-17,5.557,5.474,5.699,5.429,19554.58,600519
35,2002-05-24,5.467,5.451,5.606,5.39,16062.0,600519
36,2002-05-31,5.468,5.46,5.554,5.406,10721.25,600519
37,2002-06-07,5.452,5.456,5.542,5.312,15870.53,600519
38,2002-06-14,5.468,5.413,5.515,5.392,8024.04,600519
39,2002-06-21,5.398,5.545,5.577,5.359,9414.3,600519
40,2002-06-28,6.099,5.785,6.099,5.712,93022.92,600519
41,2002-07-05,5.793,5.649,5.857,5.624,27073.73,600519
42,2002-07-12,5.652,5.629,5.696,5.567,15284.84,600519
43,2002-07-19,5.626,5.685,5.701,5.57,13378.04,600519
44,2002-07-26,5.731,5.614,5.734,5.603,16927.68,600519
45,2002-08-02,5.626,5.491,5.64,5.425,11838.06,600519
46,2002-08-09,5.493,5.413,5.518,5.406,8281.08,600519
47,2002-08-16,5.381,5.381,5.413,5.294,9927.62,600519
48,2002-08-23,5.38,5.456,5.481,5.345,11827.33,600519
49,2002-08-30,5.442,5.324,5.442,5.315,13767.77,600519
50,2002-09-06,5.32,5.303,5.395,5.276,11160.31,600519
51,2002-09-13,5.294,5.095,5.303,4.997,23304.63,600519
52,2002-09-20,5.086,5.02,5.096,4.992,13176.19,600519
53,2002-09-27,5.011,4.924,5.02,4.875,16500.25,600519
54,2002-10-11,4.918,4.819,4.918,4.805,8353.2,600519
55,2002-10-18,4.875,4.684,4.925,4.639,11622.69,600519
56,2002-10-25,4.681,4.656,4.813,4.639,8171.26,600519
57,2002-11-01,4.647,4.581,4.647,4.474,13994.28,600519
58,2002-11-08,4.581,4.557,4.752,4.536,12237.14,600519
59,2002-11-15,4.565,4.511,4.604,4.481,10269.72,600519
60,2002-11-22,4.508,4.527,4.665,4.469,21193.54,600519
61,2002-11-28,4.529,4.592,4.613,4.441,11855.44,600519
62,2002-12-06,4.63,4.719,4.784,4.49,29867.44,600519
63,2002-12-13,4.717,4.628,4.735,4.508,14273.79,600519
64,2002-12-20,4.628,4.688,4.735,4.607,16866.4,600519
65,2002-12-27,4.731,4.515,4.735,4.457,12849.91,600519
66,2003-01-03,4.511,4.312,4.511,4.281,9955.96,600519
67,2003-01-10,4.295,4.44,4.525,4.282,9153.83,600519
68,2003-01-17,4.403,4.661,4.749,4.399,33597.99,600519
69,2003-01-24,4.647,4.613,4.717,4.588,13100.12,600519
70,2003-01-29,4.597,4.696,4.717,4.597,10752.83,600519
71,2003-02-14,4.693,4.696,4.716,4.609,8615.65,600519
72,2003-02-21,4.665,4.609,4.703,4.578,6765.78,600519
73,2003-02-28,4.628,4.682,4.726,4.579,6634.46,600519
74,2003-03-07,4.696,4.772,4.889,4.696,24298.58,600519
75,2003-03-14,4.778,4.686,4.789,4.639,10999.06,600519
76,2003-03-21,4.679,4.618,4.679,4.518,15228.21,600519
77,2003-03-28,4.616,4.55,4.63,4.44,13286.94,600519
78,2003-04-04,4.541,4.548,4.63,4.534,20668.74,600519
79,2003-04-11,4.543,4.623,4.63,4.429,61454.72,600519
80,2003-04-18,4.649,4.609,4.787,4.586,50365.58,600519
81,2003-04-25,4.602,4.359,4.613,4.316,39007.1,600519
82,2003-04-30,4.359,4.401,4.448,4.281,31185.55,600519
83,2003-05-16,4.403,4.261,4.434,4.123,52003.93,600519
84,2003-05-23,4.281,4.321,4.42,4.281,31200.24,600519
85,2003-05-30,4.316,4.567,4.59,4.307,46562.62,600519
86,2003-06-06,4.581,4.433,4.586,4.403,26186.37,600519
87,2003-06-13,4.429,4.481,4.522,4.405,10283.12,600519
88,2003-06-20,4.481,4.368,4.481,4.324,13122.77,600519
89,2003-06-27,4.368,4.363,4.525,4.338,20907.01,600519
90,2003-07-04,4.368,4.366,4.42,4.349,14818.67,600519
91,2003-07-11,4.37,4.49,4.522,4.333,17478.04,600519
92,2003-07-18,4.543,4.574,4.746,4.494,42739.23,600519
93,2003-07-25,4.552,4.514,4.64,4.479,20140.63,600519
94,2003-08-01,4.523,4.434,4.568,4.407,11425.37,600519
95,2003-08-08,4.417,4.413,4.498,4.378,9540.15,600519
96,2003-08-15,4.38,4.419,4.475,4.38,6385.99,600519
97,2003-08-22,4.419,4.219,4.432,4.068,11315.97,600519
98,2003-08-29,4.184,4.167,4.45,4.126,11791.31,600519
99,2003-09-05,4.202,4.165,4.359,4.068,20376.06,600519
100,2003-09-12,4.13,4.111,4.235,4.068,11230.82,600519
101,2003-09-19,4.109,4.066,4.138,4.033,16275.07,600519
102,2003-09-26,4.088,4.111,4.146,4.012,9220.39,600519
103,2003-09-30,4.088,4.115,4.144,4.082,3331.33,600519
104,2003-10-10,4.091,4.184,4.194,4.068,3324.31,600519
105,2003-10-17,4.184,4.138,4.233,4.126,6886.54,600519
106,2003-10-24,4.142,4.165,4.242,4.128,6978.15,600519
107,2003-10-31,4.161,4.337,4.359,4.091,28818.34,600519
108,2003-11-07,4.394,4.438,4.62,4.326,51349.09,600519
109,2003-11-14,4.456,4.456,4.523,4.388,12700.68,600519
110,2003-11-21,4.471,4.452,4.533,4.38,14121.54,600519
111,2003-11-28,4.471,4.452,4.55,4.417,18200.65,600519
112,2003-12-05,4.514,4.624,4.63,4.427,57776.82,600519
113,2003-12-12,4.63,4.556,4.632,4.543,19261.8,600519
114,2003-12-19,4.556,4.649,4.707,4.494,25012.5,600519
115,2003-12-26,4.649,4.897,4.93,4.591,36215.27,600519
116,2004-01-02,4.878,4.88,4.975,4.806,16162.76,600519
117,2004-01-09,4.862,5.077,5.327,4.862,46772.31,600519
118,2004-01-16,5.037,5.519,5.647,5.004,62586.15,600519
119,2004-01-30,5.424,5.447,5.628,5.424,13138.95,600519
120,2004-02-06,5.521,5.391,5.686,5.358,70261.51,600519
121,2004-02-13,5.401,5.403,5.5,5.308,17920.2,600519
