,date,open,close,high,low,volume,code
0,2004-08-31,7.51,6.46,8.05,6.11,1134929.21,600987
1,2004-09-30,6.42,6.5,7.12,5.85,621198.8,600987
2,2004-10-29,6.46,5.67,6.84,5.5,226115.12,600987
3,2004-11-30,5.61,5.94,6.12,5.56,244451.71,600987
4,2004-12-31,5.98,5.55,6.1,5.47,128026.06,600987
5,2005-01-31,5.48,4.62,5.58,4.6,118466.96,600987
6,2005-02-28,4.6,5.08,5.29,4.6,126485.91,600987
7,2005-03-31,5.08,4.16,5.22,4.06,130291.91,600987
8,2005-04-29,4.16,3.61,4.5,3.41,160566.95,600987
9,2005-05-31,3.57,3.32,3.63,3.1,100031.62,600987
10,2005-06-30,3.32,3.732,4.062,3.196,459506.24,600987
11,2005-07-29,3.712,3.248,3.712,2.928,433400.91,600987
12,2005-08-31,3.217,3.691,3.763,3.186,615593.52,600987
13,2005-09-30,3.66,3.67,4.279,3.639,723564.07,600987
14,2005-10-31,3.712,3.237,3.804,3.155,148372.87,600987
15,2005-11-30,3.237,3.505,3.763,3.196,338320.52,600987
16,2005-12-29,3.495,3.681,3.825,3.454,271206.34,600987
17,2006-01-25,3.691,3.774,3.949,3.588,265396.6,600987
18,2006-02-28,3.794,3.846,4.042,3.722,232508.3,600987
19,2006-03-31,3.856,3.835,3.959,3.547,212791.21,600987
20,2006-04-26,4.217,4.124,4.33,3.928,378567.14,600987
21,2006-05-31,3.64,3.725,3.906,3.386,461189.97,600987
22,2006-06-30,3.725,4.209,4.305,3.725,1269367.58,600987
23,2006-07-31,4.305,4.124,4.438,3.967,867748.65,600987
24,2006-08-31,4.064,4.003,4.172,3.773,365852.97,600987
25,2006-09-29,3.991,4.245,4.305,3.87,548018.45,600987
26,2006-10-31,4.281,4.172,4.463,4.088,416566.82,600987
27,2006-11-30,4.16,4.124,4.221,3.846,338448.35,600987
28,2006-12-29,4.124,4.293,4.692,4.039,960677.15,600987
29,2007-01-31,4.305,6.168,6.567,4.233,1980057.8,600987
30,2007-02-28,6.144,6.639,7.317,5.599,1909418.31,600987
31,2007-03-30,6.652,7.776,8.163,6.252,1791941.05,600987
32,2007-04-27,7.716,11.84,12.069,7.716,2603226.65,600987
33,2007-05-31,12.541,11.34,15.046,11.34,2626892.66,600987
34,2007-06-29,11.083,8.367,11.621,7.976,1810961.58,600987
35,2007-07-31,8.416,10.165,10.19,7.951,840659.54,600987
36,2007-08-31,10.214,11.254,11.621,9.419,1538208.41,600987
37,2007-09-28,11.364,10.948,11.792,10.19,844142.48,600987
38,2007-10-31,11.095,9.444,11.169,8.379,450050.31,600987
39,2007-11-30,9.517,9.113,9.603,8.538,312268.7,600987
40,2007-12-28,9.113,10.422,10.814,9.052,489503.88,600987
41,2008-01-31,10.52,9.639,11.45,9.419,761620.67,600987
42,2008-02-29,9.517,10.826,10.973,8.808,319416.27,600987
43,2008-03-31,10.826,10.398,11.743,8.563,593513.16,600987
44,2008-04-30,10.324,10.997,12.196,8.563,1697599.37,600987
45,2008-05-30,11.107,9.531,11.829,9.239,1088491.89,600987
46,2008-06-30,9.531,6.516,9.71,6.014,454064.05,600987
47,2008-07-31,6.516,7.246,7.991,6.16,687230.2,600987
48,2008-08-29,7.424,5.738,7.602,5.414,321348.5,600987
49,2008-09-26,5.673,5.333,5.998,4.782,249370.26,600987
50,2008-10-31,5.317,4.604,5.446,4.344,367434.56,600987
51,2008-11-28,4.571,5.106,5.933,4.539,1373223.96,600987
52,2008-12-31,5.106,5.122,6.614,5.041,1682008.59,600987
53,2009-01-23,5.187,5.884,6.695,5.171,946105.68,600987
54,2009-02-27,5.917,6.257,8.17,5.835,2996532.69,600987
55,2009-03-31,6.257,8.008,8.089,6.16,1993701.69,600987
56,2009-04-30,7.829,8.137,8.575,7.424,1769182.44,600987
57,2009-05-27,8.17,8.858,8.925,8.024,1306474.92,600987
58,2009-06-30,8.925,9.008,10.025,8.507,1893067.62,600987
59,2009-07-31,9.008,10.876,11.06,9.008,2409936.89,600987
60,2009-08-31,10.876,9.458,11.543,9.175,2543391.89,600987
61,2009-09-30,9.442,10.86,12.277,9.342,2384402.35,600987
62,2009-10-30,10.976,12.411,12.945,10.976,1542424.0,600987
63,2009-11-30,12.261,13.629,14.579,12.161,2037881.42,600987
64,2009-12-31,13.595,14.997,15.263,12.911,1640958.74,600987
65,2010-01-29,14.997,14.813,17.849,14.129,1507913.08,600987
66,2010-02-26,14.813,15.414,15.764,13.395,520797.38,600987
67,2010-03-31,15.347,15.147,16.097,14.179,993642.12,600987
68,2010-04-30,15.263,13.362,16.932,13.045,1323522.29,600987
69,2010-05-31,13.145,11.51,13.845,10.443,472256.45,600987
70,2010-06-30,11.663,10.998,12.397,10.93,362762.11,600987
71,2010-07-30,10.93,13.045,13.181,10.453,663531.12,600987
72,2010-08-31,13.437,14.647,14.988,13.215,1667287.22,600987
73,2010-09-30,14.681,15.824,16.063,14.136,1091767.0,600987
74,2010-10-29,15.892,15.619,16.54,14.647,1126635.0,600987
75,2010-11-30,15.653,15.415,17.256,14.306,1845678.0,600987
76,2010-12-31,15.346,14.784,15.705,13.454,682170.0,600987
77,2011-01-31,14.767,13.42,14.937,12.448,539078.0,600987
78,2011-02-28,13.454,14.971,15.142,13.062,607007.0,600987
